,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links,Name
1799,RepJahanaHayes,2021-06-17T17:48:44.000Z,"Today, I continued my support as the House voted to repeal the AUMF and terminate the nearly two-decade-old congressional authorization for using military force in Iraq, first enacted in 2002 and utilized on several occasions since. 
(4/5)",",",",",",",",",
1800,RepJahanaHayes,2021-06-17T17:48:44.000Z,"I have supported multiple efforts to repeal the 2002 Authorization for Use of Military Force (AUMF).
(3/5)",",",",",",",",",
1801,RepJahanaHayes,2021-06-17T17:48:43.000Z,"It is vitally important that this responsibility be given back to the legislative branch so that “the collective judgment of both the Congress and the President will apply to the introduction of the United States Armed Forces into hostilities.""
(2/5)",",",",",",",",",
1802,RepJahanaHayes,2021-06-17T17:48:43.000Z,"The Constitution grants Congress the sole power to declare war. For nearly 20 years Congress has been circumvented when the United States has engaged in armed conflicts abroad. 
(1/5) https://t.co/uBN1FTWDKd",",",",",",",",https://t.co/uBN1FTWDKd,",
1803,RepJahanaHayes,2021-06-17T15:26:41.000Z,"RT @EdLaborCmte: As we continue to confront the worst public health emergency in recent history, our priority must be to protect Americans’…",",EdLaborCmte,",",",",",",",
1804,RepJahanaHayes,2021-06-17T14:49:15.000Z,Today was a great day in history as we took another step towards #Juneteenth becoming a federal holiday. https://t.co/YCSbIh4Ftt,",",",Juneteenth,",",",",https://t.co/YCSbIh4Ftt,",
1805,RepJahanaHayes,2021-06-17T14:28:02.000Z,"Great news: @USDANutrition approved the CT plan to provide Pandemic-EBT to students through June.
 
Whether in or out of school - children need to eat. That is why I’m advocating for continued P-EBT, and to make Summer EBT national and permanent in my #EndChildHungerAct.",",",",EndChildHungerAct,",",USDANutrition,",",",
1806,RepJahanaHayes,2021-06-17T13:21:31.000Z,"Today we remember the nine lives lost at the historic Mother Emanuel A.M.E. Church in Charleston, South Carolina six years ago. The charity and forgiveness of this congregation are lessons that sustain us.",",",",",",",",",
1807,RepJahanaHayes,2021-06-17T00:22:29.000Z,The House just voted to make #Juneteenth a federal holiday. https://t.co/gLN1XgLs9c,",",",Juneteenth,",",",",https://t.co/gLN1XgLs9c,",
1808,RepJahanaHayes,2021-06-16T22:55:04.000Z,"Joined @SandyHook Promise for their 2021 Promise Champions Gala. I am humbled and honored by the perseverance of this organization to advance bipartisan policy solutions that will have a positive impact on students, teachers, and the school community. https://t.co/jX7cKnO4Tk",",",",",",SandyHook,",",https://t.co/jX7cKnO4Tk,",
1809,RepJahanaHayes,2021-06-16T22:41:53.000Z,"Today, we continued the discussion with @YWCAUSA during their Capitol Hill Briefing Day to find solutions to mitigate the impact on the well-being of racial &amp; ethnic minority groups.",",",",",",YWCAUSA,",",",
1810,RepJahanaHayes,2021-06-16T22:41:52.000Z,"In April, I introduced a resolution declaring racism a public health crisis. Racism in the U.S. has created deep inequities in housing, income, healthcare, education, public safety, transportation, food access, and our response to COVID. (1/2) https://t.co/f07XsIrRgz",",",",",",",",https://t.co/f07XsIrRgz,",
1811,RepJahanaHayes,2021-06-16T19:12:34.000Z,Congratulations @UConn! This is another acknowledgement of the tremendous work you do! https://t.co/8l260OFXp9,",",",",",UConn,",",https://t.co/8l260OFXp9,",
1812,RepJahanaHayes,2021-06-16T18:31:08.000Z,"Today, the @HouseAgDems welcomed the Presidents of five 1890’s Land Grant Institutions to discuss investments for agricultural resiliency, equity, and global impact. Their thoughtful, in-depth perspective will help to inform the decisions made by this committee. https://t.co/w4jD1Clmga",",",",",",HouseAgDems,",",https://t.co/w4jD1Clmga,",
1813,RepJahanaHayes,2021-06-16T17:25:59.000Z,.@SecBecerra came before @edlaborcmte to discuss priorities of @HHSGov. I expressed concern about flat funding in the Office of Minority Health &amp; asked for a commitment to preventing chronic diseases. Great to hear confirmation that we are on the same page on this critical issue. https://t.co/jwASCw2MbL,",",",",",SecBecerra,edlaborcmte,HHSGov,",",https://t.co/jwASCw2MbL,",
1814,RepJahanaHayes,2021-06-16T14:55:51.000Z,"TODAY 🌱

SNAP-eligible households in Connecticut will receive additional emergency food benefits. The Emergency Supplemental Nutrition Assistance Program (SNAP) will deliver $33.8M in benefits to over 218,100 CT households.

Find out more: https://t.co/uRbkJhPBKU",",",",",",",",https://t.co/uRbkJhPBKU,",
1815,RepJahanaHayes,2021-06-15T20:53:07.000Z,"We’re always striving for the best outcomes for CT-05. If you have questions about federal agencies, our caseworkers are here to help. Reach out to our office at (860) 223-8412. 
 
#HayesInTheHouse https://t.co/VFo7yL3T0f",",",",HayesInTheHouse,",",",",https://t.co/VFo7yL3T0f,",
1816,RepJahanaHayes,2021-06-15T16:17:08.000Z,"Risk reduction and preventative care for these communities and the general population should be more robust to combat systemic inequities and build a healthier country moving forward.
(4/4)

Read More Here: https://t.co/gAN8IaH6jv",",",",",",",",https://t.co/gAN8IaH6jv,",
1817,RepJahanaHayes,2021-06-15T16:17:08.000Z,"The pandemic challenged chronic disease care, exposed disparities long suffered by communities of color, and made so many more vulnerable to the impact of COVID-19. 
(3/4)",",",",",",",",",
1818,RepJahanaHayes,2021-06-15T16:17:08.000Z,"The lingering impact of COVID-19 on the health of those with chronic diseases, and the healthcare system supporting patients in this category, requires federal support. 
(2/4)",",",",",",",",",
1819,RepJahanaHayes,2021-06-15T16:17:07.000Z,"I am introducing the Reducing COVID-19 Disparities by Investing in Public Health Act of 2021 because our fight against chronic diseases and public health disparities is not over.
(1/4) https://t.co/SGgv2w8iwE",",",",",",",",https://t.co/SGgv2w8iwE,",
1820,RepJahanaHayes,2021-06-15T15:05:46.000Z,"Immigrants arrive in CT from all corners of the world. As we reflect on their contributions, let's recognize #ImmigrantHeritageMonth. https://t.co/5yCyrIQv1K",",",",ImmigrantHeritageMonth,",",",",https://t.co/5yCyrIQv1K,",
1821,RepJahanaHayes,2021-06-14T23:45:37.000Z,"I join my colleagues to recognize the 600,000 people who lost their lives to COVID-19. May they not be forgotten. https://t.co/d1vfLSJQ03",",",",",",",",https://t.co/d1vfLSJQ03,",
1822,RepJahanaHayes,2021-06-14T17:11:42.000Z,These programs work and they are lifesavers. I know this because they saved my life. https://t.co/ScrtmY7QyI,",",",",",",",https://t.co/ScrtmY7QyI,",
1823,RepJahanaHayes,2021-06-14T14:44:31.000Z,"We attended the Northwest Hills Council of Governments meeting and shared news that transportation projects in Morris, Brookfield, Simsbury, Danbury &amp; Meriden are being included in the INVEST in America Act. https://t.co/OWxlE62QjS",",",",",",",",https://t.co/OWxlE62QjS,",
1824,RepJahanaHayes,2021-06-12T17:13:47.000Z,RT @foodshare: Thank you to @SecVilsack and our entire Connecticut delegation for their commitment to confronting this issue and for their…,",foodshare,",",",",",",",
1825,RepJahanaHayes,2021-06-12T16:04:49.000Z,"RT @HRC: Today we mark five years since 49 people were killed at Pulse nightclub. It has been 1,826 days since this tragedy, yet nothing ha…",",HRC,",",",",",",",
1826,RepLBR,2021-06-17T14:13:49.000Z,Big and important news. We should be focused on building on the progress we've made through the ACA - not tearing it down. https://t.co/k2sJ3kydl9,",",",",",",",https://t.co/k2sJ3kydl9,",
1827,RepLBR,2021-06-16T23:37:00.000Z,"Pleased to see such overwhelming and bipartisan support for making #Juneteenth a national holiday. Now, let’s complete the hard work of securing today’s freedoms. https://t.co/Ji7alYxRnt",",",",Juneteenth,",",",",https://t.co/Ji7alYxRnt,",
1828,RepLBR,2021-06-16T20:38:12.000Z,"More and more families struggle to pay utility bills but access to safe, reliable, and affordable drinking water is essential to public health. I introduced the Low-Income Water Customer Assistance Programs Act to help ALL households have access to clean water.",",",",",",",",",
1829,RepLBR,2021-06-16T16:07:46.000Z,"RT @EnergyCommerce: Next up is HR 3293, the Low-Income Water Customer Assistance Programs Act, introduced by @RepLBR and @RepJohnKatko. Thi…",",EnergyCommerce,",",",",",",",
1830,RepLBR,2021-06-16T15:41:12.000Z,"RT @RepDebDingell: Safe &amp; clean water is a basic human right &amp; no family should be denied access to water because they can’t afford it. 

I…",",RepDebDingell,",",",",",",",
1831,RepLBR,2021-06-15T19:52:19.000Z,"I'm so proud of the work being done at the Teen Warehouse. It is about not just storing potential energy that can make us more energy efficient, save costs, and help the planet, but it is also about the potential of these young people. https://t.co/Z8qg21ExC2",",",",",",",",https://t.co/Z8qg21ExC2,",
1832,RepLBR,2021-06-15T19:00:51.000Z,The LGBTQ #EssentialDataAct will ensure that states have the resources they need to track and document LGBTQ hate crimes. We need this data to guide funding and resource allocation. This bill could save lives and I am proud to be a cosponsor. https://t.co/4e9rztCVTY,",",",EssentialDataAct,",",",",https://t.co/4e9rztCVTY,",
1833,RepLBR,2021-06-15T15:34:38.000Z,"Today is the 9th anniversary of DACA. We cannot give up the work to create a pathway to citizenship for our Dreamers, including those right here in Delaware at @DelStateUniv, because #HomeIsHere.",",",",HomeIsHere,",",DelStateUniv,",",",
1834,RepLBR,2021-06-15T00:42:27.000Z,"This evening I stood with a bipartisan group of colleagues to remember the 600,000 Americans we’ve lost to #COVID19 https://t.co/LCKYKLCVZj",",",",COVID19,",",",",https://t.co/LCKYKLCVZj,",
1835,RepLBR,2021-06-14T22:48:30.000Z,"On June 14th, 1777, our nation’s flag was adopted as a symbol of valor, independence, and perseverance. 
 
#FlagDay https://t.co/xOnDbOiszK",",",",FlagDay,",",",",https://t.co/xOnDbOiszK,",
1836,RepLBR,2021-06-14T20:55:06.000Z,"ICYMI: Last week, I traveled throughout Delaware to highlight how important paid family leave and child care are to our economy. We MUST provide safe and affordable options to keep families in the workforce.  https://t.co/2m8ThZuin6",",",",",",",",https://t.co/2m8ThZuin6,",
1837,RepLBR,2021-06-14T19:28:42.000Z,I was so proud to be at the Teen Warehouse today as they unveiled 3 incredible clean energy projects they are working on. The entire community--especially the teens who get to work with them--will benefit from their work! https://t.co/tUg8UL6Bma,",",",",",",",https://t.co/tUg8UL6Bma,",
1838,RepLBR,2021-06-12T16:37:19.000Z,Remembering all those we lost at Pulse Nightclub five years ago. Honor them with action. https://t.co/Q95NeuaOjn,",",",",",",",https://t.co/Q95NeuaOjn,",
1839,RepMattGaetz,2021-06-18T16:53:54.000Z,".@RedVoiceMedias: Matt Gaetz: Did The FBI Have a Direct Role In The Escalation of January 6th?

https://t.co/NdrA67uDOP",",",",",",RedVoiceMedias,",",https://t.co/NdrA67uDOP,",
1840,RepMattGaetz,2021-06-18T16:20:04.000Z,RT @ColumbiaBugle: .@RepMattGaetz Joins @CortesSteve &amp; @JennPellegrino To Discuss The Letter He Sent To FBI Director Christopher Wray Deman…,",ColumbiaBugle,",",",",",",",
1841,RepMattGaetz,2021-06-18T15:29:15.000Z,"BREAKING: Congressman Gaetz Issues Letter to FBI Requesting Briefing on Wuhan Lab Whistleblower Investigation

""I am particularly concerned the FBI may have mislabeled Dr. Li-Meng Yan as a counterintelligence threat...""

https://t.co/wR0X5IlRGx",",",",",",",",https://t.co/wR0X5IlRGx,",
1842,RepMattGaetz,2021-06-18T12:15:40.000Z,RT @CortesSteve: Rep Gaetz is spot-on: it’s time for truthful answers and real transparency from federal law enforcement regarding Jan 6th…,",CortesSteve,",",",",",",",
1843,RepMattGaetz,2021-06-18T01:48:04.000Z,"I certainly hope our nation’s premier law enforcement organization is not actually working to violate federal law. 

We need more transparency from the FBI. https://t.co/p7HwspTB1O",",",",",",",",https://t.co/p7HwspTB1O,",
1844,RepMattGaetz,2021-06-18T00:26:31.000Z,"TONIGHT: I'll be joining @CortesSteve and @JennPellegrino to discuss my letter to FBI Director Christopher Wray regarding the FBI's involvement in escalating the January 6th riot. 

TUNE IN at 9:05pm ET! https://t.co/LocdA1mcYC",",",",",",CortesSteve,JennPellegrino,",",https://t.co/LocdA1mcYC,",
1845,RepMattGaetz,2021-06-17T23:27:00.000Z,"""In response to a bombshell report from Revolver News suggesting federal officers were involved in the January 6th Capitol riot, Rep. Matt Gaetz is calling on FBI Director Christopher Wray to release information related to the accusations."" 

https://t.co/IrdWjRKxNn",",",",",",",",https://t.co/IrdWjRKxNn,",
1846,RepMattGaetz,2021-06-17T22:49:21.000Z,"RT @newsmax: PROGRAM ALERT 🚨:

• 6:30PM ET: @JackBrewerBSI 
• 7:35: @RepBoebert 
• 8:05: @MarkMeadows 
• 9:05: @RepMattGaetz 

WATCH LIVE o…",",newsmax,",",",",",",",
1847,RepMattGaetz,2021-06-17T22:37:36.000Z,"Did the FBI have a direct role, through their operatives or assets, in the escalation of January 6th? 

Here's what we know: https://t.co/hI4MGAVY1v",",",",",",",",https://t.co/hI4MGAVY1v,",
1848,RepMattGaetz,2021-06-17T21:05:04.000Z,"COMING UP: I'll be joining @STEPHMHAMILL tonight to discuss how involved FBI operatives were in the January 6th Capitol riot.

TUNE IN to @OANN at 6pm ET/5pm CT! https://t.co/qWxZuPR0kr",",",",",",STEPHMHAMILL,OANN,",",https://t.co/qWxZuPR0kr,",
1849,RepMattGaetz,2021-06-17T20:10:35.000Z,"Today, I co-sponsored and voted for the repeal of the 2002 Authorization for Use of Military Force (AUMF) against Iraq.

America’s military efforts are not best spent on building democracies out of blood and sand in the Middle East.

We must end these forever wars.

#AmericaFirst",",",",AmericaFirst,",",",",",
1850,RepMattGaetz,2021-06-17T19:53:13.000Z,"RT @STEPHMHAMILL: Hi! We have a lot to cover tonight! Congressman @RepMattGaetz, @mtgreenee, @DailyCaller’s @henryrodgersdc, UFC champion @…",",STEPHMHAMILL,",",",",",",",
1851,RepMattGaetz,2021-06-17T18:20:02.000Z,Congressman Matt Gaetz honors Florida veterans Bill Pullum and Lt. Col. Samuel Lombardo on the floor of the U.S. House of Representatives. https://t.co/Yxr47jSZEm,",",",",",",",https://t.co/Yxr47jSZEm,",
1852,RepMattGaetz,2021-06-17T17:25:59.000Z,#CongressionalZoomFails https://t.co/MgaDoeiQ5q,",",",CongressionalZoomFails,",",",",https://t.co/MgaDoeiQ5q,",
1853,RepMattGaetz,2021-06-17T15:52:13.000Z,RT @DarrenJBeattie: The great @mattgaetz and @RepGosar taking steps to address the questions raised in Revolver News' bombshell report at t…,",DarrenJBeattie,",",",",",",",
1854,RepMattGaetz,2021-06-17T15:43:53.000Z,"I will not stand idly by while the ATF treads on the rights of my constituents and the American people. Their unconstitutional reign against law-abiding gun owners must come to end. 

That’s why I’m co-sponsoring @RepMTG’s ELIMINATE the ATF Act (H.R. 3960). https://t.co/Y7zwH2Y7Tv",",",",",",RepMTGs,",",https://t.co/Y7zwH2Y7Tv,",
1855,RepMattGaetz,2021-06-17T14:08:19.000Z,"""Rep. Matt Gaetz (R-FL) issued a letter to FBI Director Chris Wray on Wednesday demanding information about federal infiltration of groups in the lead-up to the Jan. 6 U.S. Capitol protest that turned violent.""

https://t.co/7q8MxZytwR",",",",",",",",https://t.co/7q8MxZytwR,",
1856,RepMattGaetz,2021-06-17T13:07:39.000Z,".@DCExaminer: Gaetz asks about role of ‘federal undercover agents’ in Capitol riot

https://t.co/pqjOYTUG5E",",",",",",DCExaminer,",",https://t.co/pqjOYTUG5E,",
1857,RepMattGaetz,2021-06-16T21:41:05.000Z,RT @theamgreatness: Congressman Matt Gaetz (R-Fla.) on Wednesday called for FBI Director Christopher Wray to “fully disclose” any role the…,",theamgreatness,",",",",",",",
1858,RepMattGaetz,2021-06-16T21:10:54.000Z,"RT @RepMTG: Thank you to
@RepThomasMassie
@RepMaryMiller
@RepGosar
@RepMattGaetz
@RepBuddyCarter
@RepBobGood
@RepMoBrooks
@RepGregSteube
@r…",",RepMTG,",",",",",",",
1859,RepMattGaetz,2021-06-16T20:36:54.000Z,"RT @RepKenBuck: Oh, I thought we shouldn’t do anything about Big Tech? Just build your own, right?",",RepKenBuck,",",",",",",",
1860,RepMattGaetz,2021-06-16T19:44:34.000Z,"""Gaetz’s request comes after a Revolver News bombshell report on Monday suggested FBI informants and/or undercover federal agents were heavily involved in the planning of the riot...""

https://t.co/PTtI0CoQEZ",",",",",",",",https://t.co/PTtI0CoQEZ,",
1861,RepMattGaetz,2021-06-16T19:05:08.000Z,"Congressman Gaetz Leads Republican Colleagues in Push to Demand Transparency on FBI’s Involvement During January 6th Riot

""I expect an answer from your office by August 1, 2021.""

https://t.co/7KWykwXA3Y",",",",",",",",https://t.co/7KWykwXA3Y,",
1862,RepMattGaetz,2021-06-16T18:57:12.000Z,"RT @dcexaminer: ""I expect an answer from your office by August 1, 2021.""

Rep. @mattgaetz calls for FBI Director Christopher Wray to reveal…",",dcexaminer,",",",",",",",
1863,RepMattGaetz,2021-06-16T18:30:28.000Z,The greatest threat to American democracy today is the utilization of national security authorities against our people for politics.,",",",",",",",",
1864,RepMattGaetz,2021-06-16T16:32:24.000Z,RT @RyanAFournier: BREAKING: Matt Gaetz is formally calling on the FBI Director to fully disclose the role/involvement of FBI operatives du…,",RyanAFournier,",",",",",",",
1865,RepMattGaetz,2021-06-16T16:13:19.000Z,"RT @ColumbiaBugle: Excellent, every member of Congress needs to join Congressman @mattgaetz in demanding answers to these questions.",",ColumbiaBugle,",",",",",",",
1866,RepMattGaetz,2021-06-16T15:31:42.000Z,"BREAKING: Congressman Matt Gaetz calls on FBI Director Christopher Wray to fully disclose the role and involvement of FBI operatives during the January 6th Capitol riot.

More details coming. https://t.co/lviUHfhLyW",",",",",",",",https://t.co/lviUHfhLyW,",
1867,RepMattGaetz,2021-06-16T13:56:03.000Z,RT @jsolomonReports: LISTEN NOW- Rep. Matt Gaetz: Reporters are threatening people to lie to smear me | Just The News https://t.co/aVdjmzpT…,",jsolomonReports,",",",",",",",
1868,RepMattGaetz,2021-06-16T13:03:09.000Z,"RT @mtgreenee: We need names and answers about the FBI operatives, who were involved in organizing and carrying out the Jan 6th Capitol rio…",",mtgreenee,",",",",",",",
1869,RepMattGaetz,2021-06-16T01:16:08.000Z,BREAKING: @DarrenJBeattie of Revolver News breaks down the involvement of FBI operatives who organized and participated in the January 6th Capitol riot. https://t.co/t1UOnT5zgc,",",",",",DarrenJBeattie,",",https://t.co/t1UOnT5zgc,",
1870,RepMattGaetz,2021-06-15T21:26:02.000Z,"RT @nataliegwinters: 🚨NARRATIVE COLLAPSE🚨

Archives Reveal Wuhan Lab ‘Captured Bats From The Wild’ For Lab Experiments, Filed Patents For B…",",nataliegwinters,",",",",",",",
1871,RepMattGaetz,2021-06-15T18:08:59.000Z,"RT @RepMTG: It's time to fire Anthony Fauci.

My ""Fire Fauci Act"" does exactly that.

Thank you to my Republican colleagues for supporting…",",RepMTG,",",",",",",",
1872,RepMattGaetz,2021-06-15T16:17:31.000Z,"RT @DarrenJBeattie: This is the most important piece we've ever published

I pray this will change the national conversation on 1/6

What d…",",DarrenJBeattie,",",",",",",",
1873,RepMattGaetz,2021-06-15T15:41:42.000Z,"Gaetz: FBI Could Be Culpable for Ignoring Intel About Virus

https://t.co/LlHwYZbSOE",",",",",",",",https://t.co/LlHwYZbSOE,",
1874,RepMattGaetz,2021-06-14T17:43:05.000Z,America should not be collaborating with the Chinese Communist Party. https://t.co/0KAUXmYghO,",",",",",",",https://t.co/0KAUXmYghO,",
1875,RepMattGaetz,2021-06-14T15:03:13.000Z,"RT @USArmy: Today, the #USArmy commemorates its 246th birthday by honoring the courage of the American Soldier.​

We are grateful to all fo…",",USArmy,",",",",",",",
1876,RepMattGaetz,2021-06-14T13:31:29.000Z,RT @JoeTalkShow: .@mattgaetz doesn't back down. https://t.co/k9Jiu4zHm4,",JoeTalkShow,",",",",",",",
1877,RepMattGaetz,2021-06-12T23:26:19.000Z,"RT @RepKenBuck: There are Republicans in Congress taking bold action to break up #BigTech: @RepBurgessOwens, @RepChipRoy, @RepMattGaetz, @R…",",RepKenBuck,",",",",",",",
1878,RepMattGaetz,2021-06-12T15:57:00.000Z,"RT @chuckwoolery: Gaetz Issues Urgent Warning About Biden After FBI Hearing
https://t.co/vo9mVotNor",",chuckwoolery,",",",",",",",
1879,drnealdunnfl2,2021-06-17T22:02:47.000Z,RT @GOPDoctors: @GOPDoctors: Congress Must Step Up to Offer Health Care Solutions: https://t.co/7DnQedNfcw,",GOPDoctors,",",",",",",",
1880,drnealdunnfl2,2021-06-17T14:57:38.000Z,It’s now on Congress to pass patient-centered reforms that actually lowers costs and increases the value of care for hardworking Americans throughout the country. (2/2) #FL02 #Obamacare #SCOTUS,",",",FL02,Obamacare,SCOTUS,",",",",",
1881,drnealdunnfl2,2021-06-17T14:57:38.000Z,"SCOTUS's decision to let #Obamacare stand is disappointing. Over the last several years, we have seen how detrimental Obamacare has been on this country. Americans deserve better treatments, lower costs, and increased transparency. (1/2) #FL02",",",",Obamacare,FL02,",",",",",
1882,drnealdunnfl2,2021-06-14T17:57:59.000Z,Happy 244th birthday to the American flag! I'm incredibly grateful for this symbol and for all of those who have fought to protect the freedom it represents. #FL02 #FlagDay2021 https://t.co/zfvYPpg6RY,",",",FL02,FlagDay2021,",",",",https://t.co/zfvYPpg6RY,",
1883,drnealdunnfl2,2021-06-14T13:59:40.000Z,RT @SteveScalise: 4 years ago police officers saved dozens of lives—including mine—from a leftist who came to the baseball field to kill Re…,",SteveScalise,",",",",",",",
1884,RepKatCammack,2021-06-19T00:48:12.000Z,"Great to have you on board, @RepWesterman! https://t.co/sOU7xfMoUN",",",",",",RepWesterman,",",https://t.co/sOU7xfMoUN,",
1885,RepKatCammack,2021-06-18T19:15:00.000Z,"""In addition to drawing attention to the issue of cancel culture blocking the free speech rights of students on campus, we hope that the new caucus will help remove barriers to free speech at the federal level.""

https://t.co/7Gsnkf9om3",",",",",",",",https://t.co/7Gsnkf9om3,",
1886,RepKatCammack,2021-06-18T18:15:00.000Z,Always great having my husband Matt join me in D.C. during legislative session! ❤️ https://t.co/GQvaj6RMKp,",",",",",",",https://t.co/GQvaj6RMKp,",
1887,RepKatCammack,2021-06-18T13:43:59.000Z,"To see where your college or university stands on free speech, check out @TheFIREorg ratings here: https://t.co/WgqRJBdAlQ",",",",",",TheFIREorg,",",https://t.co/WgqRJBdAlQ,",
1888,RepKatCammack,2021-06-18T13:39:00.000Z,"At a time when university leadership and students are caving to the pressure of liberal progressivism, my colleagues in Congress will stand up for the First Amendment. More from @TheCapitolist: 

https://t.co/oLu0zXMTnv",",",",",",TheCapitolist,",",https://t.co/oLu0zXMTnv,",
1889,RepKatCammack,2021-06-18T13:14:14.000Z,*Crickets* https://t.co/ZOEzPfKTAF,",",",",",",",https://t.co/ZOEzPfKTAF,",
1890,RepKatCammack,2021-06-18T12:33:03.000Z,"Last week, members of my team visited Boeing in Jacksonville to learn more about their F-18 Hornet fighter jets, QF-16 drone program, and the new facility under construction. Thanks to the Boeing team for hosting us. https://t.co/wtgVqfdkFE",",",",",",",",https://t.co/wtgVqfdkFE,",
1891,RepKatCammack,2021-06-17T23:13:40.000Z,"Agreed, @repjulialetlow! It's always so important to continue the strong tradition of female lawmakers leading by example. https://t.co/5ZXBSbCBEm",",",",",",repjulialetlow,",",https://t.co/5ZXBSbCBEm,",
1892,RepKatCammack,2021-06-17T22:55:50.000Z,RT @RepGrothman: The @VP STILL hasn't visited the border. You can't truly know the situation until you speak with people on the ground. I a…,",RepGrothman,",",",",",",",
1893,RepKatCammack,2021-06-17T21:13:00.000Z,"On our telephone town hall on Tuesday, I asked respondents a number of questions about the issues facing our country. 

The biggest sticking point: more than 88% of respondents say the federal government is not doing enough for the #BidenBorderCrisis. No surprises there. https://t.co/1gk07XBKln",",",",BidenBorderCrisis,",",",",https://t.co/1gk07XBKln,",
1894,RepKatCammack,2021-06-17T20:53:53.000Z,"Pleasure to have you on board, @RepTenney! We're ready to make sure all have the opportunity to speak up without persecution. https://t.co/l1W3m79Anw",",",",",",RepTenney,",",https://t.co/l1W3m79Anw,",
1895,RepKatCammack,2021-06-17T19:33:00.000Z,"It's a bit bizarre the president is qualifying what should be fair game for Russia to attack. But maybe I'll go out on a limb here—how about NOTHING is fair game for attack? 

Another summit accomplishes nothing. More from me on @FoxBusiness: https://t.co/CiuGmk4wtZ",",",",",",FoxBusiness,",",https://t.co/CiuGmk4wtZ,",
1896,RepKatCammack,2021-06-17T18:55:54.000Z,"Happy birthday to my wonderful friend and colleague, @RepJerryCarl! 🎉🎁 https://t.co/mgDrg5Lc5X",",",",",",RepJerryCarl,",",https://t.co/mgDrg5Lc5X,",
1897,RepKatCammack,2021-06-17T16:47:15.000Z,RT @NumbersUSA: .@SecMayorkas doesn't see his job that way. He sees it as letting as many foreign nationals into the U.S. as quickly as pos…,",NumbersUSA,",",",",",",",
1898,RepKatCammack,2021-06-17T16:05:09.000Z,"The point is clear: the Biden administration's ""handling"" of the border crisis is in shambles.

View the entire line of questioning here: 
https://t.co/3zeDJeGg0B",",",",",",",",https://t.co/3zeDJeGg0B,",
1899,RepKatCammack,2021-06-17T16:05:09.000Z,"And the last nail in the coffin: @SecMayorkas provides the definition of @VP as the ""border czar."" 

If VP Harris is only in charge of multilateral discussions with Central American countries, then who the hell is in charge of the #BidenBorderCrisis? https://t.co/gSDkdDjlsg",",",",BidenBorderCrisis,",",SecMayorkas,VP,",",https://t.co/gSDkdDjlsg,",
1900,RepKatCammack,2021-06-17T16:04:55.000Z,"I also asked @SecMayorkas about plans to hire 125 more ""coordinators"" at the border to transport immigrants and help with paperwork.

The disastrous Biden Budget is woefully inadequate when it comes to securing our border and supporting our CBP agents. https://t.co/iMdDdiFIXo",",",",",",SecMayorkas,",",https://t.co/iMdDdiFIXo,",
1901,RepKatCammack,2021-06-17T16:04:37.000Z,"And another ~shocker~! 

@SecMayorkas doesn't know the number of @CBP agents on the southwest border. 

Again, it's his job to know. How can we deal with the crisis when we don't know personnel strength? https://t.co/2aZPz5dTDS",",",",",",SecMayorkas,CBP,",",https://t.co/2aZPz5dTDS,",
1902,RepKatCammack,2021-06-17T16:04:27.000Z,"🚨🚨🚨 You heard it here first: @DHSgov @SecMayorkas doesn't know the number of sectors at our southwest border. 

Isn't it his job to know? 

We've got a severe border crisis and an administration unequipped to deal with it. 

#BidenBorderCrisis @HomelandGOP https://t.co/zvQDXNTUF2",",",",BidenBorderCrisis,",",DHSgov,SecMayorkas,HomelandGOP,",",https://t.co/zvQDXNTUF2,",
1903,RepKatCammack,2021-06-17T15:04:23.000Z,"@RepBlakeMoore What fantastic news! Congratulations, @RepBlakeMoore! 💙",",",",",",RepBlakeMoore,RepBlakeMoore,",",",
1904,RepKatCammack,2021-06-17T14:12:24.000Z,"Over the last several days, we've seen a bumbling, fumbling president—a commander-in-chief leading from behind, projecting a weak America. It is troublesome for every American and our allies to watch as we negotiate from a position of weakness. More from me on #BidenPutinSummit: https://t.co/S8hlUEfpAQ",",",",BidenPutinSummit,",",",",https://t.co/S8hlUEfpAQ,",
1905,RepKatCammack,2021-06-17T13:27:13.000Z,"Our new caucus aims to raise awareness for lawmakers about the threats to free speech on college campuses across the country. More here in the @EpochTimes: 

https://t.co/F5VU98HfLz",",",",",",EpochTimes,",",https://t.co/F5VU98HfLz,",
1906,RepKatCammack,2021-06-16T22:22:15.000Z,"Biden meets with Putin, accomplishes NOTHING, and embarrasses himself on the world stage. Can't say any of us really saw that coming... https://t.co/VyEaLpuGMY",",",",",",",",https://t.co/VyEaLpuGMY,",
1907,RepKatCammack,2021-06-16T21:34:04.000Z,"President Biden has only demonstrated his weakness on the world stage and we're paying the price for it. On the whole, the Biden-Putin Summit puts us behind.",",",",",",",",",
1908,RepKatCammack,2021-06-16T21:34:04.000Z,"""We know that the DarkSide cybergang operates with the blessing of the Russian government. So, what on earth are people thinking when they’re saying, oh, it’s okay to attack us, but please don’t attack these certain critical infrastructure industries?""

https://t.co/iFHWNZtNIX",",",",",",",",https://t.co/iFHWNZtNIX,",
1909,RepKatCammack,2021-06-16T20:40:00.000Z,"Today is National Fresh Vegetables Day! As a member of @HouseAgGOP, I'm proud to support our producers in #FL03 and across the country. https://t.co/u8BbVLLhcQ",",",",FL03,",",HouseAgGOP,",",https://t.co/u8BbVLLhcQ,",
