,Unnamed: 0,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
0,0,Jerry Carl,RepJerryCarl,2021-06-11T21:53:16.000Z,I’ll be live on Newsmax with Sean Spicer in just a few minutes! https://t.co/GmdKC6Vwc9,$,$,$,https://t.co/GmdKC6Vwc9
1,1,Jerry Carl,RepJerryCarl,2021-06-11T17:11:19.000Z,"Thank you @RepHarshbarger, @RepRickCrawford, @RepRonnyJackson, @RepGregSteube, and @CongressmanHice for joining me in this effort to ensure executive branch officials are held accountable for their actions.",$,$,"RepHarshbarger, RepRickCrawford, RepRonnyJackson, RepGregSteube, CongressmanHice",$
2,2,Jerry Carl,RepJerryCarl,2021-06-11T17:10:10.000Z,"🚨🚨 I just sent a letter to Speaker Pelosi urging her to open a bipartisan investigation to examine the contradictions between Dr. Fauci’s emails and his public statements. 

The American people deserve transparency. https://t.co/uyOQnL6qYO",$,$,$,https://t.co/uyOQnL6qYO
3,3,Jerry Carl,RepJerryCarl,2021-06-11T15:37:00.000Z,"Border crossings rose AGAIN last month. 

I’m not sure why VP Harris thinks the #BidenBorderCrisis is a laughing matter. Unlike her, I’ve actually visited the southern border, and it ain’t funny. https://t.co/UR0W4UHtUY",$,BidenBorderCrisis,$,https://t.co/UR0W4UHtUY
4,4,Jerry Carl,RepJerryCarl,2021-06-10T22:18:06.000Z,"Tina and I are heartbroken to hear @RepTerriSewell’s mother, Nancy Sewell, has passed away. Ms. Sewell was the first African American city councilor for Selma and was respected by all. Our prayers are with the entire Sewell family tonight. https://t.co/fm6XIO9FGL",$,$,RepTerriSewells,https://t.co/fm6XIO9FGL
5,5,Jerry Carl,RepJerryCarl,2021-06-10T17:47:01.000Z,"Americans are now paying significantly more for everything thanks to President Biden’s reckless, runaway spending.

We haven’t seen inflation this bad since right before the 2008 economic crisis. https://t.co/x3rcpkCuAR",$,$,$,https://t.co/x3rcpkCuAR
6,6,Jerry Carl,RepJerryCarl,2021-06-10T17:40:23.000Z,RT @FOX10News: Safe travels U.S.S Mobile! The ship heading to its homeport in California. https://t.co/68f3UI90fr,FOX10News,$,$,$
7,7,Jerry Carl,RepJerryCarl,2021-06-10T00:48:39.000Z,@repdonyoung Happy birthday AND happy anniversary to you and Anne!,$,$,repdonyoung,$
8,8,Jerry Carl,RepJerryCarl,2021-06-10T00:26:22.000Z,"Today the Keystone pipeline was officially cancelled. When I got gas this afternoon, I paid over $1 more per gallon than I did 6 months ago. 

What’s President Biden doing about it? Meeting with Putin to help keep his pipeline going. https://t.co/F15e5PRT14",$,$,$,https://t.co/F15e5PRT14
9,9,Jerry Carl,RepJerryCarl,2021-06-09T19:53:26.000Z,"It’s time to hold Dr. Fauci accountable.

His actions have impacted virtually every American, and we deserve answers. https://t.co/Ttsk5aHYAA",$,$,$,https://t.co/Ttsk5aHYAA
10,10,Jerry Carl,RepJerryCarl,2021-06-08T18:28:25.000Z,"Did you know this week is #NationalFishingAndBoatingWeek?

Recreational fishing is a HUGE part of our local economy, so I hope you can find some time this week to reel a few in! 🎣 https://t.co/SsmahCgNIE",$,NationalFishingAndBoatingWeek,$,https://t.co/SsmahCgNIE
11,11,Jerry Carl,RepJerryCarl,2021-06-08T15:51:03.000Z,Which part of the #BidenBorderCrisis is so funny to the VP - the massive increase in human trafficking across the border or the drugs pouring into our communities? https://t.co/IH5KWQ8LPZ,$,BidenBorderCrisis,$,https://t.co/IH5KWQ8LPZ
12,12,Jerry Carl,RepJerryCarl,2021-06-08T13:49:11.000Z,Tune in at 9:30 this morning! #al01 https://t.co/oFmaGLZn02,$,al01,$,https://t.co/oFmaGLZn02
13,13,Jerry Carl,RepJerryCarl,2021-06-07T18:27:32.000Z,"These words mean nothing when your actions are the total opposite. 

Unlike you, I’ve been to the border and have watched illegal immigrants walk straight across because of the administration’s failure to enforce our laws and secure our border. https://t.co/bzUKpxo6Sb",$,$,$,https://t.co/bzUKpxo6Sb
14,14,Jerry Carl,RepJerryCarl,2021-06-07T02:25:53.000Z,This is tragic news. Please join me in praying for Baldwin County tonight. https://t.co/bkTgWCRtDX,$,$,$,https://t.co/bkTgWCRtDX
15,15,Jerry Carl,RepJerryCarl,2021-06-06T14:10:08.000Z,"77 years ago today, thousands of brave men landed on the beaches of Normandy. This invasion was a major turning point in WWII and eventually led to an Allied victory in Europe. 

We we will never forget the 4,000 Allied soldiers who gave the ultimate sacrifice for freedom. #DDay https://t.co/EEpK9mDOvn",$,DDay,$,https://t.co/EEpK9mDOvn
16,16,Barry Moore,RepBarryMoore,2021-06-11T19:06:31.000Z,"RT @MarkMeadows: Our southern border is in crisis, totally overrun at levels not seen in decades, and the person Joe Biden put in charge to…",MarkMeadows,$,$,$
17,17,Barry Moore,RepBarryMoore,2021-06-11T19:04:08.000Z,RT @SenTuberville: Simply keeping pace with China is NOT enough. https://t.co/7WqxSrU8tL,SenTuberville,$,$,$
18,18,Barry Moore,RepBarryMoore,2021-06-11T17:15:22.000Z,RT @HouseGOP: https://t.co/kGOMsSIWqA,HouseGOP,$,$,$
19,19,Barry Moore,RepBarryMoore,2021-06-11T16:33:00.000Z,"For 4 years, the media pushed lie after lie about Trump.

This week, another headline was proven FALSE.

- Wuhan Lab COVID leak theory
- Russian bounty on U.S. soldiers
- Benefits of Hydroxychloroquine
- Clearing Lafayette Square for a photo op

The truth ALWAYS prevails.",$,$,$,$
20,20,Barry Moore,RepBarryMoore,2021-06-11T15:25:52.000Z,The message is clear: Americans LAST. https://t.co/jUQ3qGa9by,$,$,$,https://t.co/jUQ3qGa9by
21,21,Barry Moore,RepBarryMoore,2021-06-11T15:17:19.000Z,"RT @RepMikeJohnson: 🚨180,034 southern border encounters in May
 
And even though VP Harris tries to laugh it off, the #BidenBorderCrisis is…",RepMikeJohnson,$,$,$
22,22,Barry Moore,RepBarryMoore,2021-06-10T20:45:13.000Z,"RT @GOPLeader: President Biden's tax-and-spend agenda has spiked consumer costs across the board, resulting in Jimmy-Carter-levels of infla…",GOPLeader,$,$,$
23,23,Barry Moore,RepBarryMoore,2021-06-10T19:40:28.000Z,"Last month, consumer prices accelerated at their fastest pace in nearly 13 years.

Bidenomics continues to fail the American people.",$,$,$,$
24,24,Barry Moore,RepBarryMoore,2021-06-10T18:39:56.000Z,"Last week, I visited the Butterfly Bridge Children’s Advocacy Center in Wetumpka, where we discussed the support, healing, and resources they provide to children victimized by abuse. I’m thankful for the incredible work they do to assist Alabamians in need. https://t.co/2UlnLK8MUR",$,$,$,https://t.co/2UlnLK8MUR
25,25,Barry Moore,RepBarryMoore,2021-06-10T16:10:45.000Z,"RT @RepHartzler: 180,034 illegal border crossings in May — the third straight month to hit a new high in the past two decades.

America has…",RepHartzler,$,$,$
26,26,Barry Moore,RepBarryMoore,2021-06-10T14:41:49.000Z,"🚨 The truth ALWAYS comes out. 🚨

Yet another lie recklessly pushed by the media is proven false.

Will the fake news media ever be held accountable? https://t.co/fvvmp8HSWd",$,$,$,https://t.co/fvvmp8HSWd
27,27,Barry Moore,RepBarryMoore,2021-06-10T14:18:47.000Z,Don't let the Biden administration fool you - the #BidenBorderCrisis is only getting worse. https://t.co/7Z9dpwHOIC,$,BidenBorderCrisis,$,https://t.co/7Z9dpwHOIC
28,28,Barry Moore,RepBarryMoore,2021-06-09T20:33:25.000Z,"May is the third straight month of more than 170,000 apprehensions at our southern border.

This hasn't happened in 21 years.

Still think this is a joke, @VP?",$,$,VP,$
29,29,Barry Moore,RepBarryMoore,2021-06-09T17:42:57.000Z,"Apparently, some folks are triggered by one of the greatest symbols of valor, freedom, and sacrifice.

What a shame. I guess it’s hard to be patriotic with so much hate in their hearts for our country.

I’m proud of our flag and the strong American values it represents. 🇺🇸 https://t.co/MdOpkxJ3x6",$,$,$,https://t.co/MdOpkxJ3x6
30,30,Barry Moore,RepBarryMoore,2021-06-08T20:36:44.000Z,"Comparing the U.S. to terrorist organizations is outrageously disrespectful to our American troops that have heroically fought for our freedoms.

This hateful and un-American rhetoric has no place in Congress. https://t.co/fsxvzMR6ko",$,$,$,https://t.co/fsxvzMR6ko
31,31,Barry Moore,RepBarryMoore,2021-06-08T14:45:42.000Z,"What an embarrassment.

Enough dodging. 
Enough laughing.
Enough making excuses.

It's time for the ""Border Czar"" to visit - and secure - the southern border. https://t.co/jA6PGnl7b6",$,$,$,https://t.co/jA6PGnl7b6
32,32,Barry Moore,RepBarryMoore,2021-06-07T20:31:29.000Z,"RT @RepBethVanDuyne: President Biden’s disastrous record so far:

❌Wide open borders
❌Massive inflation📈
❌Underwhelming jobs report
❌Gas pr…",RepBethVanDuyne,$,$,$
33,33,Barry Moore,RepBarryMoore,2021-06-07T17:50:41.000Z,"VP Harris is visiting *checks notes* Guatemala to address the ""root causes"" of migration.

She should've saved herself the trip, considering the root cause of the Biden Border Crisis is sitting at 1600 Pennsylvania Ave.",$,$,$,$
34,34,Barry Moore,RepBarryMoore,2021-06-07T15:20:16.000Z,"The more we learn, the more it looks like Trump was right all along; China lied and millions of people have suffered and died.

We must hold the CCP accountable. https://t.co/LHL9Y6CIXS",$,$,$,https://t.co/LHL9Y6CIXS
35,35,Barry Moore,RepBarryMoore,2021-06-07T15:05:11.000Z,"RT @SteveScalise: Biden is being tested. And he’s failing.

- Crisis at the border
- Terrible jobs reports
- China/Russia taking advantage…",SteveScalise,$,$,$
36,36,Barry Moore,RepBarryMoore,2021-06-06T18:01:14.000Z,"You don't want to miss our May wrap-up newsletter!

Subscribe to The Moore You Know ➡️ https://t.co/FN2pPa6aiJ https://t.co/uvupAGPRb5",$,$,$,"https://t.co/FN2pPa6aiJ, https://t.co/uvupAGPRb5"
37,37,Barry Moore,RepBarryMoore,2021-06-06T15:07:14.000Z,"RT @HouseVetAffairs: 77 years ago, Allied troops crossed the English Channel and landed on the beaches of Normandy.

Thousands of brave ser…",HouseVetAffairs,$,$,$
38,38,Barry Moore,RepBarryMoore,2021-06-06T15:04:57.000Z,"77 years ago, thousands of brave Americans stormed the beaches of Normandy to protect the world from evil. Their heroic actions changed the course of history forever. Today, we honor and remember their selflessness and sacrifice in the fight for freedom. 🇺🇸 https://t.co/RbB4335QSR",$,$,$,https://t.co/RbB4335QSR
39,39,Barry Moore,RepBarryMoore,2021-06-05T19:30:00.000Z,"Biden's budget would spend $69,000,000,000,000 and impose $55,000,000,000,000 in new taxes over the next 10 years.

Our children and grandchildren will be paying for this nonsense for years to come.",$,$,$,$
40,40,Barry Moore,RepBarryMoore,2021-06-05T17:30:00.000Z,"🚨 ICYMI: While President Trump strengthened border security and weakened the cartels, Joe Biden opened up America’s borders and emboldened the criminals seeking to take advantage.

My latest with @MarkMeadows in @FoxNews ⬇ https://t.co/Tq6FPN7PzU",$,$,"MarkMeadows, FoxNews",https://t.co/Tq6FPN7PzU
41,41,Barry Moore,RepBarryMoore,2021-06-05T15:00:00.000Z,"What an incredible story. Congratulations, General Dickerson, and thank you for your service to this great nation! 🇺🇸 https://t.co/jnYC9ODhw6",$,$,$,https://t.co/jnYC9ODhw6
42,42,Mike Rogers,RepMikeRogersAL,2021-06-11T13:49:47.000Z,"The Commander in Chief should know that the biggest threats facing the U.S. are China &amp; Russia.

It's a disservice to the brave men &amp; women standing behind him that he would spread political falsehoods about the threats we face.

China &amp; Russia welcome this weakness from POTUS. https://t.co/HymG5G0cAg",$,$,$,https://t.co/HymG5G0cAg
43,43,Mike Rogers,RepMikeRogersAL,2021-06-11T00:33:40.000Z,"Beth &amp; I are praying for @RepTerriSewell &amp; the Sewell family as they mourn the loss of her mother, Nancy Gardner Sewell. The first African American councilwomen for Selma — she was a leader &amp; a trailblazer.

""Blessed are those who mourn, for they will be comforted."" Matthew 5:4",$,$,RepTerriSewell,$
44,44,Mike Rogers,RepMikeRogersAL,2021-06-10T15:17:31.000Z,"Bidenomics is making life MORE expensive for all Americans. 

📈Gasoline is 56.2% MORE expensive today than 12 months ago.

📈Together, food and energy prices have increased 3.8%. That's the fastest rate since 1992! https://t.co/BkyygVXSGJ",$,$,$,https://t.co/BkyygVXSGJ
45,45,Mike Rogers,RepMikeRogersAL,2021-06-10T13:42:12.000Z,"If you're in Bibb, Calhoun, Clay, Hale, Jefferson, Perry, Randolph, and Shelby Counties and you’re seeking federal assistance in your recovery from the tragic tornadoes that affected the area March 25.

You can apply via FEMA at https://t.co/mBUl2rp0Oq",$,$,$,https://t.co/mBUl2rp0Oq
46,46,Mike Rogers,RepMikeRogersAL,2021-06-09T22:12:12.000Z,RT @Amerex_Corp: It was our privilege yesterday to host @RepMikeRogersAL  at our HQ. Fire Equipment Manufacturers' Association President an…,Amerex_Corp,$,$,$
47,47,Mike Rogers,RepMikeRogersAL,2021-06-09T17:35:49.000Z,"RT @HASCRepublicans: .@RepMikeRogersAL: ""I am incredibly disappointed that Biden's budget cuts shipbuilding, weapons procurement, and perso…",HASCRepublicans,$,$,$
48,48,Mike Rogers,RepMikeRogersAL,2021-06-09T15:53:20.000Z,"RT @yhn: .@RepMikeRogersAL takes Biden to task for lack of action on China’s nuclear buildup   #alpolitics
By @jtimhowe https://t.co/a03y9G…",yhn,$,$,$
49,49,Mike Rogers,RepMikeRogersAL,2021-06-09T15:43:40.000Z,"Too little too late from Vice President Harris. The Biden administration’s failed policies led to this crisis and the Biden administration must fix it. 
 
Enforce the law. Build the wall. https://t.co/rPIRfi7cic",$,$,$,https://t.co/rPIRfi7cic
50,50,Mike Rogers,RepMikeRogersAL,2021-06-09T13:26:09.000Z,"RT @HASCRepublicans: Ranking Members @RepMikeRogersAL, @RepMcCaul, &amp; @RepDevinNunes sent a letter to President Biden urging him to expose C…",HASCRepublicans,$,$,$
51,51,Mike Rogers,RepMikeRogersAL,2021-06-08T18:57:50.000Z,It was wonderful to meet with Mayor Betty Bradley and Mayor Pro Tem Dusty Stinson for lunch today. #AL03 https://t.co/vZ94Gw0Lga,$,AL03,$,https://t.co/vZ94Gw0Lga
52,52,Mike Rogers,RepMikeRogersAL,2021-06-08T18:51:05.000Z,In Riverside today hearing from constituents and giving them an update of what I’m doing in D.C. to help them. #AL03 https://t.co/JpYTX1iXzj,$,AL03,$,https://t.co/JpYTX1iXzj
53,53,Mike Rogers,RepMikeRogersAL,2021-06-08T18:29:48.000Z,Thank you to the folks at Amerex for showing me around and for presenting me their Fire Safety Advocate of the Year Award. #AL03 https://t.co/mmlyN2G3p8,$,AL03,$,https://t.co/mmlyN2G3p8
54,54,Mike Rogers,RepMikeRogersAL,2021-06-07T20:45:50.000Z,Always enjoy time with Kenny Dean on The Front Porch show. Thanks for having me.  #AL03 https://t.co/Sul9k3bUJR,$,AL03,$,https://t.co/Sul9k3bUJR
55,55,Mike Rogers,RepMikeRogersAL,2021-06-07T20:27:14.000Z,Great to meet with Mayor Woody Baird and State Rep. Ed Oliver today in Alexander City. #AL03 https://t.co/Uc2HJDYMXm,$,AL03,$,https://t.co/Uc2HJDYMXm
56,56,Mike Rogers,RepMikeRogersAL,2021-06-07T20:21:25.000Z,"Great meeting today with Commissioner TC Coley and Chad Odom, Director of the Lake Martin Area Economic Development Alliance. #AL03 https://t.co/5kgqOXVei7",$,AL03,$,https://t.co/5kgqOXVei7
57,57,Mike Rogers,RepMikeRogersAL,2021-06-07T19:37:08.000Z,"Wishing the Lincoln rocket team good luck as they prepare for The American Rocketry Challenge 2021 national finals on June 12 🚀 #TARC2021
https://t.co/Hfynov6xxE",$,TARC2021,$,https://t.co/Hfynov6xxE
58,58,Mike Rogers,RepMikeRogersAL,2021-06-07T19:30:22.000Z,Great chat with Mayor Goodman of Dadeville over lunch today at Oskars Cafe. #AL03 https://t.co/TzYW5sktId,$,AL03,$,https://t.co/TzYW5sktId
59,59,Mike Rogers,RepMikeRogersAL,2021-06-07T17:37:52.000Z,"There is still a crisis at our southern border and it is imperative that Congress continues to make our national security a priority. 
 
We need officials at DHS who will enforce the law. https://t.co/tVwefQjPWA",$,$,$,https://t.co/tVwefQjPWA
60,60,Mike Rogers,RepMikeRogersAL,2021-06-07T16:45:38.000Z,Great to visit with Bob Dudley at East Alabama Lumber in LaFayette during my time in Chambers County last week. #AL03 https://t.co/d7U74KUGf4,$,AL03,$,https://t.co/d7U74KUGf4
61,61,Mike Rogers,RepMikeRogersAL,2021-06-07T16:20:18.000Z,"Congratulations to Brig. Gen. Tara McKennie on her historic achievement! 
https://t.co/OUQxCk0A8L",$,$,$,https://t.co/OUQxCk0A8L
62,62,Mike Rogers,RepMikeRogersAL,2021-06-06T15:57:36.000Z,"“The eyes of the world are upon you. The hope and prayers of liberty-loving people everywhere march with you.” — Gen. Dwight D. Eisenhower

We must never forget the sacrifices made by the courageous Allied troops who stormed the beaches of Normandy on D-Day. https://t.co/EHmpfWnCfW",$,$,$,https://t.co/EHmpfWnCfW
63,63,Mike Rogers,RepMikeRogersAL,2021-06-05T21:36:06.000Z,Beth and I are wishing Elise and Matt the very best! Congratulations! https://t.co/Dtfnba7JOV,$,$,$,https://t.co/Dtfnba7JOV
64,64,Robert Aderholt,Robert_Aderholt,2021-06-11T18:51:59.000Z,RT @stricklersean: @Robert_Aderholt talking about rural broadband. He leads the nation in helping bridge the digital divide. https://t.co/t…,stricklersean,$,$,$
65,65,Robert Aderholt,Robert_Aderholt,2021-06-10T15:37:03.000Z,President Biden’s economic plan of throwing money out of a helicopter has quickly led to this: high unemployment numbers and rising inflation. https://t.co/13IJhAcHeH,$,$,$,https://t.co/13IJhAcHeH
66,66,Robert Aderholt,Robert_Aderholt,2021-06-09T13:37:42.000Z,Happy birthday greetings from Alabama to my friend and colleague @repdonyoung of the great state of Alaska. https://t.co/zm1DVvPpT7,$,$,repdonyoung,https://t.co/zm1DVvPpT7
67,67,Mo Brooks,RepMoBrooks,2021-06-11T18:24:28.000Z,Thank you to @Austal_USA for allowing me the chance to tour their shipyard in Mobile and see all the great work that is going on. Alabama plays a crucial role in the defense of our nation and makes some of the best ships in the world! https://t.co/AGldmnhzVC,$,$,Austal_USA,https://t.co/AGldmnhzVC
68,68,Mo Brooks,RepMoBrooks,2021-06-11T17:09:39.000Z,I had a great morning spent with Dr. Lou and the South Alabama Common Sense Campaign. These patriots fight for common sense government and do a great job of holding elected officials like myself accountable. I enjoyed their great questions over breakfast! https://t.co/b9vBMMktOU,$,$,$,https://t.co/b9vBMMktOU
69,69,Mo Brooks,RepMoBrooks,2021-06-11T16:38:04.000Z,"RT @MichaelYaffee: Today on @WVNN Afternoons! 6-11-21

335pm CT - Chris Horn with @TVRCRepublicans talking #alpolitics. 

405pm CT - @RepMo…",MichaelYaffee,$,$,$
70,70,Mo Brooks,RepMoBrooks,2021-06-11T15:42:37.000Z,".@IlhanMN You are triggered by my statements because they’re true. You celebrate anti-Semites, compared America to Hamas and the Taliban, and brushed off the 9/11 attacks as ""some people did something."" I will never apologize for putting America First and being pro-Israel. https://t.co/AprI7mMCMk",$,$,IlhanMN,https://t.co/AprI7mMCMk
71,71,Mo Brooks,RepMoBrooks,2021-06-11T14:00:58.000Z,I had a great lunch yesterday with the Eastern Shore Republican Women at the Fairhope Yacht Club. Thank you to these great ladies for inviting me to speak and answer questions on how to fight voter fraud and election theft. https://t.co/fRGivOpV8V,$,$,$,https://t.co/fRGivOpV8V
72,72,Mo Brooks,RepMoBrooks,2021-06-10T16:54:14.000Z,"I joined @newsmax &amp; @gregkellyusa to discuss @ericswalwell's lackey serving my WIFE with his frivolous lawsuit. Swalwell could have been a man and served me himself in Washington, but he's too busy dodging questions about him bedding a Communist Chinese Spy. WATCH: https://t.co/s9fKjA75dP",$,$,"newsmax, gregkellyusa, ericswalwells",https://t.co/s9fKjA75dP
73,73,Mo Brooks,RepMoBrooks,2021-06-10T14:31:20.000Z,"Thanks to the Hoover Fire Department, Chief Kevin Clay Bentley, and Mayor Brocato for having me at the station. The department protects lives and property in Hoover, and we give our thanks to the firefighters who put their personal safety at risk to serve our communities. https://t.co/kkm5XWDNfY",$,$,$,https://t.co/kkm5XWDNfY
74,74,Mo Brooks,RepMoBrooks,2021-06-09T21:50:00.000Z,My friend John Killian was nice enough to invite me to speak at the Fayette County GOP Executive Committee meeting. I enjoyed seeing some great patriots and answering their questions about how to fight the radical Socialist agenda in Washington. https://t.co/kbujSwyXhA,$,$,$,https://t.co/kbujSwyXhA
75,75,Mo Brooks,RepMoBrooks,2021-06-09T20:45:07.000Z,I enjoyed a chance to update the Fayette City Council on the latest in Washington. Thanks to Mayor Ray Nelson for having me. Fayette will be celebrating their 200th anniversary this year and it is an exciting time to visit! https://t.co/2vRpeD9xpl,$,$,$,https://t.co/2vRpeD9xpl
76,76,Mo Brooks,RepMoBrooks,2021-06-09T20:05:41.000Z,"RT @newsmax: PROGRAM ALERT 🚨:

• 6:00PM ET: @SenRonJohnson 
• 7:35: @RepMoBrooks 
• 8:05: @MattWhitaker46 
• 9:20: @RandPaul 

WATCH LIVE o…",newsmax,$,$,$
77,77,Mo Brooks,RepMoBrooks,2021-06-09T19:18:11.000Z,"Thank you to @hoovermayor Frank Brocato for showing me around the state-of-the-art National Computer Forensics Institute. This high tech facility helps train law enforcement from all over the country, and is a key tool in the worldwide fight against cyber-crimes. https://t.co/UBbtfb7V3p",$,$,hoovermayor,https://t.co/UBbtfb7V3p
78,78,Mo Brooks,RepMoBrooks,2021-06-09T17:02:48.000Z,Thank you to the North Shelby Co. Republican Women for having me out to speak! What a great group of engaged ladies. They asked both me and Martha fantastic questions on how we stop the radical Socialist agenda and spread conservative values to every corner of our great country. https://t.co/Qto1Bor2rh,$,$,$,https://t.co/Qto1Bor2rh
79,79,Mo Brooks,RepMoBrooks,2021-06-09T15:12:04.000Z,"I joined @FoxNews’s The @IngrahamAngle to respond to Eric Swalwell’s frivolous lawsuit that he feebly had served on my wife, Martha, in our home, breaking Alabama trespass law. Swalwell should have been a man and served me himself in Washington. https://t.co/QPs2hw1EDZ",$,$,"FoxNewss, IngrahamAngle",https://t.co/QPs2hw1EDZ
80,80,Mo Brooks,RepMoBrooks,2021-06-09T15:03:49.000Z,RT @yhn: .@RepMoBrooks on lawsuit ambush: Eric Swalwell should have been a man about it and served me on a number of occasions in Washingto…,yhn,$,$,$
81,81,Mo Brooks,RepMoBrooks,2021-06-09T02:35:51.000Z,Catch me on @FoxNews’s The  @IngrahamAngle RIGHT NOW! You don’t want to miss this! https://t.co/JrXjUNIlH0,$,$,"FoxNewss, IngrahamAngle",https://t.co/JrXjUNIlH0
82,82,Mo Brooks,RepMoBrooks,2021-06-09T00:00:00.000Z,TUNE IN TONIGHT at 9:30 PM CT to catch me on @FoxNews @IngrahamAngle. YOU WON'T WANT TO MISS IT! https://t.co/d9d6ErH3Hb,$,$,"FoxNews, IngrahamAngle",https://t.co/d9d6ErH3Hb
83,83,Mo Brooks,RepMoBrooks,2021-06-08T20:49:31.000Z,".@PhilAndonianEsq lied on @CNN’s @NewDay! Not only that, he called my wife, Martha, a liar!

Andonian falsely claims the process server never entered my house. If so, why do I have video of him running in after Martha? https://t.co/PTP0BPfrbN",$,$,"PhilAndonianEsq, CNNs, NewDay",https://t.co/PTP0BPfrbN
84,84,Mo Brooks,RepMoBrooks,2021-06-08T20:41:46.000Z,Thanks to the Calhoun Co. Republican Executive Committee for having me. I enjoyed answering the group's questions &amp; filling them in on the Socialist onslaught I’m fighting in Washington. I especially appreciated the warm introduction from my colleague &amp; friend @RepMikeRogersAL. https://t.co/oW58aOwrUg,$,$,RepMikeRogersAL,https://t.co/oW58aOwrUg
85,85,Mo Brooks,RepMoBrooks,2021-06-08T12:05:00.000Z,"I’ve introduced The Accountability Through E-Verify Act, a bill to eliminate once and for all the magnet that entices so many illegal aliens to break into America, the prospect of a job. I hope you’ll loudly voice your support for my bill so we can secure America’s borders. https://t.co/Rd5ffWqGbG",$,$,$,https://t.co/Rd5ffWqGbG
86,86,Mo Brooks,RepMoBrooks,2021-06-08T00:39:36.000Z,RT @nypost: Video shows man follow GOP rep's wife into garage to serve Swalwell suit https://t.co/UJYB14fzqx https://t.co/7BZxHyAL0T,nypost,$,$,$
87,87,Mo Brooks,RepMoBrooks,2021-06-08T00:37:11.000Z,".@ericswalwell’s lying attorney falsely claimed that the process server never entered my house (aka trespassed).

If so, why do I have this video showing the man chasing my wife into my home? https://t.co/JdlgAdia1a",$,$,ericswalwells,https://t.co/JdlgAdia1a
88,88,Mo Brooks,RepMoBrooks,2021-06-07T22:42:00.000Z,I'm joining @RepJeffDuncan and 29 of my GOP colleagues in cosponsoring the Old Glory Only Act that would prohibit the flying of any flag other than the United States flag over United States diplomatic and consular posts. USA! https://t.co/qajYiFu3fU,$,$,RepJeffDuncan,https://t.co/qajYiFu3fU
89,89,Mo Brooks,RepMoBrooks,2021-06-07T20:20:27.000Z,RT @FMTalk1065pods: Midday Mobile - Congressman Mo Brooks and his wife Martha on being served Eric Swalwells lawsuit i... https://t.co/98Px…,FMTalk1065pods,$,$,$
90,90,Mo Brooks,RepMoBrooks,2021-06-07T18:29:05.000Z,".@VP Harris’ visit to Guatemala has been a complete embarrassment.

Guatemalan president knows that Biden’s promise of amnesty &amp; citizenship for every illegal alien in America is the “root cause” of the #BidenBorderCrisis.

Yet, Harris still dumbfounded. https://t.co/NHCOka7KTV",$,BidenBorderCrisis,VP,https://t.co/NHCOka7KTV
91,91,Mo Brooks,RepMoBrooks,2021-06-07T00:44:37.000Z,".@EricSwalwell team committed Criminal Trespass INSIDE Mo Brooks’ home. #CNN

Swalwell attorney Phillip Andonian denies agent’s crime. Agent’s video is PROOF! Release it!

Experts to download home security video tomorrow.

Arrest warrant to be sought.
https://t.co/jkdPhQKK3M",$,CNN,EricSwalwell,https://t.co/jkdPhQKK3M
92,92,Mo Brooks,RepMoBrooks,2021-06-06T19:49:09.000Z,".@EricSwalwell Well, Swalwell FINALLY did his job, served complaint (on my WIFE).

HORRIBLE Swalwell’s team committed a CRIME by unlawfully sneaking INTO MY HOUSE &amp; accosting my wife!

Alabama Code 13A-7-2: 1st degree criminal trespass. Year in jail. $6000 fine.

More to come! https://t.co/XSrFnezDlC",$,$,EricSwalwell,https://t.co/XSrFnezDlC
93,93,Gary Palmer,USRepGaryPalmer,2021-06-12T00:26:50.000Z,RT @yhn: U.S. Rep. Palmer: ‘The world has got to shut China out with sanctions’  https://t.co/DH231CgqWA,yhn,$,$,$
94,94,Gary Palmer,USRepGaryPalmer,2021-06-11T13:30:00.000Z,"It was great to visit with everyone at the Vestavia Chamber luncheon this week! We heard from Rosilyn Houston, the Chief Talent and Culture Executive of BBVA. Special thanks to all who attended and helped organize! #AL06 https://t.co/uYJY9WeMn1",$,AL06,$,https://t.co/uYJY9WeMn1
95,95,Gary Palmer,USRepGaryPalmer,2021-06-10T20:57:20.000Z,"The Biden Administration's open-border policies have emboldened drug smugglers and human traffickers who exploit unaccompanied children. I had the opportunity to highlight my serious concerns about this in a recent @HouseCommerce hearing. Full statement:
https://t.co/t1vB9ev4FP",$,$,HouseCommerce,https://t.co/t1vB9ev4FP
96,96,Gary Palmer,USRepGaryPalmer,2021-06-09T15:00:02.000Z,"Bad border policy is bad for both the U.S. and for asylum seekers. We're seeing the fallout of Biden's dangerous open-border rhetoric.

https://t.co/ZcVkjDwfAk",$,$,$,https://t.co/ZcVkjDwfAk
97,97,Gary Palmer,USRepGaryPalmer,2021-06-08T22:00:00.000Z,"I had a great time today meeting Anna Robbins, our 2021 Sixth District Congressional Art Competition winner! I commend her for her hard work and creativity. She and her family have much to be proud of!
https://t.co/WC5NS9UQsf",$,$,$,https://t.co/WC5NS9UQsf
98,98,Gary Palmer,USRepGaryPalmer,2021-06-08T21:56:05.000Z,"RT @GOPpolicy: Job openings reached a high of 9.3 million in April according to the Bureau of Labor Statistics. Clearly, businesses needs w…",GOPpolicy,$,$,$
